Gene_ID,Normalized_ID,Comparison,Delta_Beta,FDR,Significance_Tier,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Phatr3_J50695,phatr3j50695,t1_Fe_deplete_vs_t1_Mn_deplete,-2.4513140000000004,4.7802471366885454e-08,Tier 1 (Hard),159749.K0S7I6,1e-83,251.0,"COG2036@1|root,KOG1745@2759|Eukaryota,2XDZK@2836|Bacillariophyta",2836|Bacillariophyta,B,Histone H3,-,-,-,-,-,-,-,-,-,-,-,-,Histone
Phatr3_J51720,phatr3j51720,t1_Fe_deplete_vs_t1_Mn_deplete,-2.44141,5.537142276314565e-08,Tier 1 (Hard),2850.Phatr51720,0.0,1301.0,"COG1053@1|root,COG5274@1|root,KOG0537@2759|Eukaryota,KOG2404@2759|Eukaryota,2XAFV@2836|Bacillariophyta",2836|Bacillariophyta,C,Cytochrome b5-like Heme/Steroid binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"Cyt-b5,FAD_binding_2"
Phatr3_Jdraft278,phatr3j278,t1_Fe_deplete_vs_t1_Mn_deplete,-2.437578666666667,5.7928825091111327e-08,Tier 1 (Hard),2850.Phatrdraft278,3.13e-44,153.0,"COG0694@1|root,KOG2358@2759|Eukaryota,2XHQF@2836|Bacillariophyta",2836|Bacillariophyta,O,NifU-like domain,-,-,-,-,-,-,-,-,-,-,-,-,NifU
Phatr3_Jdraft1302,phatr3j1302,t1_Fe_deplete_vs_t1_Mn_deplete,-2.416020666666667,8.144817947658216e-08,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG01223,phatr3eg01223,t1_Fe_deplete_vs_t1_Mn_deplete,-2.405168,9.571882376814177e-08,Tier 1 (Hard),2850.Phatr45887,1.25e-100,306.0,"COG1346@1|root,2QQ63@2759|Eukaryota,2XECW@2836|Bacillariophyta",2836|Bacillariophyta,M,LrgB-like family,-,-,-,-,-,-,-,-,-,-,-,-,LrgB
Phatr3_EG01551,phatr3eg01551,t1_Fe_deplete_vs_t1_Fe_replete,-2.397933333333333,0.0015251568503477,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J35509,phatr3j35509,t1_Fe_deplete_vs_t1_Mn_deplete,-2.39072,1.1929012845777826e-07,Tier 1 (Hard),2850.Phatr35509,0.0,1204.0,"COG1231@1|root,KOG0029@2759|Eukaryota,2XB2W@2836|Bacillariophyta",2836|Bacillariophyta,Q,Flavin containing amine oxidoreductase,-,-,1.3.5.5,ko:K02293,"ko00906,ko01100,ko01110,map00906,map01100,map01110",M00097,"R04786,R04787,R07510,R09652,R09653,R09654","RC01214,RC01958,RC03092,RC03093","ko00000,ko00001,ko00002,ko01000",-,-,-,Amino_oxidase
Phatr3_J30770,phatr3j30770,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3890946666666664,1.203694249926856e-07,Tier 1 (Hard),2850.Phatr30770,8.65e-79,235.0,"COG5274@1|root,KOG0537@2759|Eukaryota,2XCZH@2836|Bacillariophyta",2836|Bacillariophyta,C,Belongs to the cytochrome b5 family,-,-,-,-,-,-,-,-,-,-,-,-,Cyt-b5
Phatr3_J44202,phatr3j44202,t1_Fe_deplete_vs_t1_Mn_deplete,-2.38436,1.278518517722205e-07,Tier 1 (Hard),2850.Phatr44202,7.349999999999998e-81,241.0,"2EPNM@1|root,2SSU4@2759|Eukaryota,2XH2I@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_EG01628,phatr3eg01628,t1_Fe_deplete_vs_t1_Fe_replete,-2.3771733333333334,0.0016797455380579,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00474,phatr3eg00474,t1_Fe_deplete_vs_t1_Fe_replete,-2.34675,0.0020751564100069,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J44722,phatr3j44722,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3454533333333334,2.3667642450771774e-07,Tier 1 (Hard),2850.Phatr44722,0.0,1397.0,"2EZDI@1|root,2T0R1@2759|Eukaryota,2XDPC@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J17198,phatr3j17198,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3440466666666664,2.3807457741516681e-07,Tier 1 (Hard),2850.Phatr17198,0.0,2122.0,"COG0060@1|root,KOG0433@2759|Eukaryota,2XBBT@2836|Bacillariophyta",2836|Bacillariophyta,J,Belongs to the class-I aminoacyl-tRNA synthetase family,-,-,6.1.1.5,ko:K01870,"ko00970,map00970","M00359,M00360",R03656,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"Anticodon_1,tRNA-synt_1"
Phatr3_J43957,phatr3j43957,t1_Fe_deplete_vs_t1_Mn_deplete,-2.34083,2.4663474181713377e-07,Tier 1 (Hard),2850.Phatr43957,0.0,1948.0,"2D1T7@1|root,2SJ6T@2759|Eukaryota,2XFP0@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J13951,phatr3j13951,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3383366666666667,2.487523391853097e-07,Tier 1 (Hard),2850.Phatr13951,0.0,913.0,"COG0334@1|root,KOG2250@2759|Eukaryota,2XBCC@2836|Bacillariophyta",2836|Bacillariophyta,E,Belongs to the Glu Leu Phe Val dehydrogenases family,-,-,1.4.1.4,ko:K00262,"ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100",-,R00248,"RC00006,RC02799","ko00000,ko00001,ko01000",-,-,-,"ELFV_dehydrog,ELFV_dehydrog_N"
Phatr3_J10479,phatr3j10479,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3375633333333337,2.487523391853097e-07,Tier 1 (Hard),2850.Phatr10479,9.83e-204,573.0,"COG5210@1|root,KOG1102@2759|Eukaryota,2XD9R@2836|Bacillariophyta",2836|Bacillariophyta,S,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.",-,-,-,-,-,-,-,-,-,-,-,-,RabGAP-TBC
Phatr3_J49431,phatr3j49431,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3373166666666667,2.487523391853097e-07,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00604,phatr3eg00604,t1_Fe_deplete_vs_t1_Mn_deplete,-2.327933333333333,2.847503770553317e-07,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J45920,phatr3j45920,t1_Fe_deplete_vs_t1_Fe_replete,-2.3239266666666665,0.0023202508793942,Tier 1 (Hard),2850.Phatr45920,0.0,1013.0,"28Q11@1|root,2SDSA@2759|Eukaryota,2XFZM@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J45227,phatr3j45227,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3200933333333333,3.179145964395072e-07,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J43946,phatr3j43946,t1_Fe_deplete_vs_t1_Mn_deplete,-2.3088164,3.748275926986833e-07,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_EG00753,phatr3eg00753,t1_Fe_deplete_vs_t1_Fe_replete,-2.3018266666666665,0.0026413187033069,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J47178,phatr3j47178,t1_Fe_deplete_vs_t1_Mn_deplete,-2.293876333333334,4.680007282885449e-07,Tier 1 (Hard),2850.Phatr47178,3.14e-123,352.0,"COG0517@1|root,2QQ7J@2759|Eukaryota,2XC7J@2836|Bacillariophyta",2836|Bacillariophyta,S,Domain in cystathionine beta-synthase and other proteins.,-,-,-,-,-,-,-,-,-,-,-,-,CBS
Phatr3_J54465,phatr3j54465,t1_Fe_deplete_vs_t1_Mn_deplete,-2.2707966666666666,6.630440891982566e-07,Tier 1 (Hard),2850.Phatr54465,0.0,1054.0,"2CH80@1|root,2S3NP@2759|Eukaryota,2XFWT@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J28684,phatr3j28684,t1_Fe_deplete_vs_t1_Mn_deplete,-2.2679666666666667,6.752994865021672e-07,Tier 1 (Hard),2850.Phatr28684,0.0,905.0,"KOG2026@1|root,KOG2026@2759|Eukaryota,2XB4V@2836|Bacillariophyta",2836|Bacillariophyta,Z,Zn-finger in ubiquitin-hydrolases and other protein,-,-,-,ko:K12847,"ko03040,map03040",M00354,-,-,"ko00000,ko00001,ko00002,ko03041",-,-,-,"UCH,zf-UBP"
Phatr3_J35670,phatr3j35670,t1_Fe_deplete_vs_t1_Mn_deplete,-2.267799,6.752994865021672e-07,Tier 1 (Hard),2850.Phatr35670,2.01e-205,570.0,"29PBG@1|root,2RWP3@2759|Eukaryota,2XDX9@2836|Bacillariophyta",2836|Bacillariophyta,S,CENP-S protein,-,-,-,-,-,-,-,-,-,-,-,-,CENP-S
Phatr3_J45250,phatr3j45250,t1_Fe_deplete_vs_t1_Mn_deplete,-2.263022666666667,7.118233554860404e-07,Tier 1 (Hard),2850.Phatr45250,0.0,1322.0,"KOG1396@1|root,KOG1396@2759|Eukaryota,2XG2B@2836|Bacillariophyta",2836|Bacillariophyta,S,Sad1 / UNC-like C-terminal,-,-,-,-,-,-,-,-,-,-,-,-,Sad1_UNC
Phatr3_J51110,phatr3j51110,t1_Fe_deplete_vs_t1_Mn_deplete,-2.2626466666666665,7.118233554860404e-07,Tier 1 (Hard),2850.Phatr51110,4.92e-232,646.0,"KOG1164@1|root,KOG1164@2759|Eukaryota,2XBFF@2836|Bacillariophyta",2836|Bacillariophyta,T,Belongs to the protein kinase superfamily,-,-,2.7.11.1,"ko:K02218,ko:K14758","ko03008,ko04011,ko04392,map03008,map04011,map04392",-,-,-,"ko00000,ko00001,ko01000,ko01001,ko03009,ko03016",-,-,-,Pkinase
Phatr3_J43148,phatr3j43148,t1_Fe_deplete_vs_t1_Mn_deplete,-2.2595633333333334,7.367782567350126e-07,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J18945,phatr3j18945,t1_Fe_deplete_vs_t1_Mn_deplete,-2.236865666666666,1.033556198244412e-06,Tier 1 (Hard),2850.Phatr18945,0.0,1052.0,"KOG4332@1|root,KOG4332@2759|Eukaryota,2XA4Q@2836|Bacillariophyta",2836|Bacillariophyta,G,"Sugar-tranasporters, 12 TM",-,-,-,-,-,-,-,-,-,-,-,-,MFS_5
Phatr3_EG01079,phatr3eg01079,t1_Fe_deplete_vs_t1_Mn_deplete,-2.2255000000000003,1.2149513376060273e-06,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J48350,phatr3j48350,t1_Fe_deplete_vs_t1_Mn_deplete,-2.2154100000000003,1.3996648226695512e-06,Tier 1 (Hard),2850.Phatr48350,0.0,3518.0,"COG0388@1|root,COG2114@1|root,KOG3689@1|root,KOG0806@2759|Eukaryota,KOG1023@2759|Eukaryota,KOG3689@2759|Eukaryota,2XAYH@2836|Bacillariophyta",2836|Bacillariophyta,T,"Adenylyl- / guanylyl cyclase, catalytic domain",-,-,-,-,-,-,-,-,-,-,-,-,"Guanylate_cyc,PDEase_I"
Phatr3_J21535,phatr3j21535,t1_Fe_deplete_vs_t1_Mn_deplete,-2.21145,1.467886259346548e-06,Tier 1 (Hard),2850.Phatr21535,8.84e-158,446.0,"KOG0094@1|root,KOG0094@2759|Eukaryota,2XAUB@2836|Bacillariophyta",2836|Bacillariophyta,U,Rab subfamily of small GTPases,-,-,-,-,-,-,-,-,-,-,-,-,Ras
Phatr3_J42676,phatr3j42676,t1_Fe_deplete_vs_t1_Mn_deplete,-2.20918,1.500375425756857e-06,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J47883,phatr3j47883,t1_Fe_deplete_vs_t1_Mn_deplete,-2.200539066666667,1.6898740995863192e-06,Tier 1 (Hard),2850.Phatr47883,0.0,2026.0,"KOG2053@1|root,KOG2053@2759|Eukaryota,2XBCS@2836|Bacillariophyta",2836|Bacillariophyta,Z,N-acetyltransferase B complex (NatB) non catalytic subunit,-,-,-,ko:K17973,-,-,-,-,"ko00000,ko03029",-,-,-,NatB_MDM20
Phatr3_J44137,phatr3j44137,t1_Fe_deplete_vs_t1_Mn_deplete,-2.19199,1.8829498484645853e-06,Tier 1 (Hard),2850.Phatr44137,0.0,1088.0,"KOG1591@1|root,KOG1591@2759|Eukaryota,2XBNQ@2836|Bacillariophyta",2759|Eukaryota,E,Prolyl 4-hydroxylase alpha subunit homologues.,-,-,-,ko:K19720,"ko04611,ko04926,ko04933,ko04974,ko05146,map04611,map04926,map04933,map04974,map05146",-,-,-,"ko00000,ko00001,ko00536",-,-,-,2OG-FeII_Oxy_3
Phatr3_J15214,phatr3j15214,t1_Fe_deplete_vs_t1_Mn_deplete,-2.191776,1.8829498484645853e-06,Tier 1 (Hard),2850.Phatr15214,1.61e-74,224.0,"29227@1|root,2R8YM@2759|Eukaryota,2XDFB@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,MAPEG
Phatr3_J8185,phatr3j8185,t1_Fe_deplete_vs_t1_Mn_deplete,-2.17773,2.299421771672592e-06,Tier 1 (Hard),2850.Phatr8185,7.66e-65,197.0,"COG1631@1|root,KOG3464@2759|Eukaryota,2XCJJ@2836|Bacillariophyta",2836|Bacillariophyta,J,Ribosomal protein L44,-,-,-,ko:K02929,"ko03010,map03010","M00177,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L44
Phatr3_J45533,phatr3j45533,t1_Fe_deplete_vs_t1_Mn_deplete,-2.176343333333333,2.319925272923721e-06,Tier 1 (Hard),2850.Phatr45533,5.35e-299,816.0,"KOG2888@1|root,KOG2888@2759|Eukaryota,2XATE@2836|Bacillariophyta",2836|Bacillariophyta,S,PRP38 family,-,-,-,ko:K12850,"ko03040,map03040",-,-,-,"ko00000,ko00001,ko03041",-,-,-,PRP38
Phatr3_J50344,phatr3j50344,t1_Fe_deplete_vs_t1_Fe_replete,-2.16885,0.0057084390599699,Tier 1 (Hard),2850.Phatr50344,0.0,1224.0,"29KWX@1|root,2RU66@2759|Eukaryota,2XCA0@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,ko:K11497,-,-,-,-,"ko00000,ko03036",-,-,-,-
Phatr3_J44301,phatr3j44301,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1648033333333334,2.7257908618447942e-06,Tier 1 (Hard),2850.Phatr44301,0.0,987.0,"2C0FD@1|root,2SS9Z@2759|Eukaryota,2XFJ5@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J12674,phatr3j12674,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1634366666666667,2.749722587454552e-06,Tier 1 (Hard),159749.K0TJH9,3.03e-89,277.0,"COG5648@1|root,KOG0381@2759|Eukaryota",2759|Eukaryota,B,DNA binding,-,-,-,"ko:K09272,ko:K11295,ko:K15223",-,-,-,-,"ko00000,ko03000,ko03021,ko03036,ko04147",-,-,-,"HMG_box,SWIB"
Phatr3_J12737,phatr3j12737,t1_Fe_deplete_vs_t1_Mn_deplete,-2.162577,2.753268134962165e-06,Tier 1 (Hard),2850.Phatr12737,2.87e-44,147.0,"COG1278@1|root,KOG3070@2759|Eukaryota",2759|Eukaryota,K,DNA binding,-,-,3.6.4.13,"ko:K09250,ko:K13982",-,-,-,-,"ko00000,ko01000,ko03000,ko03036",-,-,-,"CSD,DEAD,Helicase_C,zf-CCHC,zf-CCHC_3"
Phatr3_J50029,phatr3j50029,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1612733333333334,2.775515765077427e-06,Tier 1 (Hard),2850.Phatr50029,6.49e-87,255.0,"2CYNQ@1|root,2S5CD@2759|Eukaryota,2XDD2@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J31486,phatr3j31486,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1602566666666667,2.786310317791378e-06,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J31994,phatr3j31994,t1_Fe_deplete_vs_t1_Mn_deplete,-2.153246666666667,3.05884397751773e-06,Tier 1 (Hard),2850.Phatr31994,4.24e-272,746.0,"COG0158@1|root,KOG1458@2759|Eukaryota,2XAIA@2836|Bacillariophyta",2836|Bacillariophyta,G,"Fructose-1-6-bisphosphatase, N-terminal domain",-,-,3.1.3.11,ko:K03841,"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910","M00003,M00165,M00167,M00344","R00762,R04780",RC00017,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,FBPase
Phatr3_Jdraft1735,phatr3j1735,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1478133333333336,3.2369364515521546e-06,Tier 1 (Hard),2850.Phatrdraft1735,0.0,1692.0,"COG5096@1|root,KOG1061@2759|Eukaryota,2XF8D@2836|Bacillariophyta",2836|Bacillariophyta,U,"Beta2-adaptin appendage, C-terminal sub-domain",-,-,-,ko:K12392,"ko04142,map04142",-,-,-,"ko00000,ko00001,ko04131",-,-,-,"Adaptin_N,B2-adapt-app_C"
Phatr3_EG02437,phatr3eg02437,t1_Fe_deplete_vs_t1_Mn_deplete,-2.147636666666666,3.2369364515521546e-06,Tier 1 (Hard),2850.Phatr24408,1.82e-141,399.0,"COG0456@1|root,KOG3139@2759|Eukaryota,2XG6W@2836|Bacillariophyta",2836|Bacillariophyta,S,FR47-like protein,-,-,2.3.1.256,ko:K00670,-,-,-,-,"ko00000,ko01000,ko04131",-,-,-,Acetyltransf_1
Phatr3_J47999,phatr3j47999,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1472333333333333,3.2369364515521546e-06,Tier 1 (Hard),2850.Phatr47999,0.0,1894.0,"COG0013@1|root,KOG0188@2759|Eukaryota,2XACW@2836|Bacillariophyta",2836|Bacillariophyta,J,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain,-,-,6.1.1.7,ko:K01872,"ko00970,map00970","M00359,M00360",R03038,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"DHHA1,tRNA-synt_2c,tRNA_SAD"
Phatr3_J9709,phatr3j9709,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1421666666666668,3.452360085677121e-06,Tier 1 (Hard),2850.Phatr9709,2.65e-39,132.0,"COG0236@1|root,KOG1748@2759|Eukaryota,2XDS0@2836|Bacillariophyta",2836|Bacillariophyta,I,Carrier of the growing fatty acid chain in fatty acid biosynthesis,-,-,-,-,-,-,-,-,-,-,-,-,PP-binding
Phatr3_J37459,phatr3j37459,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1398813333333333,3.53356386349976e-06,Tier 1 (Hard),2850.Phatr37459,9.06e-309,841.0,"2D15A@1|root,2SGRK@2759|Eukaryota,2XCEK@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J23924,phatr3j23924,t1_Fe_deplete_vs_t1_Mn_deplete,-2.1382233333333334,3.583566621362388e-06,Tier 1 (Hard),2850.Phatr23924,0.0,1126.0,"COG0166@1|root,KOG2446@2759|Eukaryota,2XAAG@2836|Bacillariophyta",2836|Bacillariophyta,G,Phosphoglucose isomerase,-,-,-,-,-,-,-,-,-,-,-,-,PGI
Phatr3_J45822,phatr3j45822,t1_Fe_deplete_vs_t1_Mn_deplete,-2.135947333333333,3.667939698637213e-06,Tier 1 (Hard),2850.Phatr45822,4.67e-290,792.0,"2CGA7@1|root,2STHV@2759|Eukaryota,2XDRP@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Phatr3_J9320,phatr3j9320,t1_Fe_deplete_vs_t1_Mn_deplete,-2.125153333333333,4.2311631197958925e-06,Tier 1 (Hard),2850.Phatr9320,1.61e-221,620.0,"KOG2581@1|root,KOG2581@2759|Eukaryota,2XEFG@2836|Bacillariophyta",2836|Bacillariophyta,O,Proteasome regulatory subunit C-terminal,RPN3,-,-,ko:K03033,"ko03050,ko05169,map03050,map05169",M00341,-,-,"ko00000,ko00001,ko00002,ko03051",-,-,-,"PCI,Rpn3_C"
Phatr3_J6934,phatr3j6934,t1_Fe_deplete_vs_t1_Mn_deplete,-2.124867333333333,4.2311631197958925e-06,Tier 1 (Hard),2880.D7FUT9,8.01e-151,477.0,"COG1260@1|root,KOG0693@2759|Eukaryota",2759|Eukaryota,I,inositol-3-phosphate synthase activity,INO1,-,5.5.1.4,ko:K01858,"ko00521,ko00562,ko01100,ko01130,map00521,map00562,map01100,map01130",-,R07324,RC01804,"ko00000,ko00001,ko01000",-,-,-,"Inos-1-P_synth,NAD_binding_5"
Phatr3_J36398,phatr3j36398,t1_Fe_deplete_vs_t1_Mn_deplete,-2.113586333333333,4.942252976150031e-06,Tier 1 (Hard),2850.Phatr36398,2.9e-289,788.0,"COG2957@1|root,2QUHM@2759|Eukaryota",2759|Eukaryota,E,Porphyromonas-type peptidyl-arginine deiminase,-,"GO:0003674,GO:0003824,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016787,GO:0016810,GO:0016813,GO:0034641,GO:0042401,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0047632,GO:0071704,GO:1901564,GO:1901566,GO:1901576",3.5.3.12,ko:K10536,"ko00330,ko01100,map00330,map01100",-,R01416,RC00177,"ko00000,ko00001,ko01000",-,-,-,PAD_porph
Phatr3_J48735,phatr3j48735,t1_Fe_deplete_vs_t1_Fe_replete,-2.1074866666666665,0.0078732957960942,Tier 1 (Hard),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phatr3_J42126,phatr3j42126,t1_Fe_deplete_vs_t1_Mn_deplete,-2.10708,5.381059632688348e-06,Tier 1 (Hard),2850.Phatr42126,8.49e-159,445.0,"COG5196@1|root,KOG3106@2759|Eukaryota,2XARS@2836|Bacillariophyta",2836|Bacillariophyta,U,ER lumen protein retaining receptor,-,-,-,ko:K10949,"ko05110,map05110",-,-,-,"ko00000,ko00001,ko04131",-,-,-,ER_lumen_recept
Phatr3_J37793,phatr3j37793,t1_Fe_deplete_vs_t1_Mn_deplete,-2.0993500000000003,5.962908227586699e-06,Tier 1 (Hard),2850.Phatr37793,1.4500000000000002e-226,625.0,"COG1741@1|root,2S8ZG@2759|Eukaryota,2XEMT@2836|Bacillariophyta",2836|Bacillariophyta,S,Belongs to the pirin family,-,-,-,ko:K06911,-,-,-,-,ko00000,-,-,-,Pirin
Phatr3_J17044,phatr3j17044,t1_Fe_deplete_vs_t1_Mn_deplete,-2.089483,6.813254022659768e-06,Tier 1 (Hard),2850.Phatr17044,5.42e-186,516.0,"KOG1638@1|root,KOG1638@2759|Eukaryota,2XGT0@2836|Bacillariophyta",2836|Bacillariophyta,I,3-oxo-5-alpha-steroid 4-dehydrogenase,-,-,1.3.1.22,ko:K12343,"ko00140,map00140",-,"R02208,R02497,R08954,R10242",RC00145,"ko00000,ko00001,ko01000",-,-,-,Steroid_dh
Phatr3_J30461,phatr3j30461,t1_Fe_deplete_vs_t1_Mn_deplete,-2.0844533333333333,7.256459422054175e-06,Tier 1 (Hard),2850.Phatr30461,0.0,980.0,"KOG1435@1|root,KOG1435@2759|Eukaryota,2XAPX@2836|Bacillariophyta",2836|Bacillariophyta,IT,Ergosterol biosynthesis ERG4/ERG24 family,-,-,1.3.1.21,ko:K00213,"ko00100,ko01100,ko01110,map00100,map01100,map01110",M00101,"R01451,R01456,R07487,R07492",RC00138,"ko00000,ko00001,ko00002,ko01000",-,-,-,ERG4_ERG24
Phatr3_EG02265,phatr3eg02265,t1_Fe_deplete_vs_t1_Fe_replete,-2.08419,0.0090817702211996,Tier 1 (Hard),2850.Phatr48375,0.0,2294.0,"COG2114@1|root,KOG3689@1|root,KOG1023@2759|Eukaryota,KOG3689@2759|Eukaryota,2XAYH@2836|Bacillariophyta",2836|Bacillariophyta,T,"Adenylyl- / guanylyl cyclase, catalytic domain",-,-,-,-,-,-,-,-,-,-,-,-,"Guanylate_cyc,PDEase_I"
Phatr3_J43656,phatr3j43656,t1_Fe_deplete_vs_t1_Mn_deplete,-2.083444,7.292808091666611e-06,Tier 1 (Hard),2850.Phatr43656,0.0,955.0,"KOG2919@1|root,KOG2919@2759|Eukaryota,2XAGR@2836|Bacillariophyta",2836|Bacillariophyta,S,telomerase RNA localization to Cajal body,-,-,-,-,-,-,-,-,-,-,-,-,-
